id,name,latitude,longitude,elevation
W5735,GEBIET 58,57.02,-35.48,0.0
W5812,WESTL.HEBRIDEN,57.57,-12.05,0.0
W5922,PENTL-FARV2,59.03,-21.72,0.0
W6015,PENTL-FARV1,60.0,-15.0,0.0
W6138,SE-GROENLAND,61.18,-38.5,0.0
W7060,DAVISSTR2,70.0,-60.0,0.0
E6300,63NORD00OST,63.07,0.12,0.0
E6524,BOTTENWIEK,65.0,23.52,0.0
E7225,NORDKAP,72.15,25.28,0.0
S4450,ATLANTIK SUED1,-44.0,-50.0,0.0
F9752,FUJAIRAH INTL,25.12,56.32,47.0
89507,KOHNEN,-75.0,0.0,2892.0
01452,KRISTIANSAND,58.2,8.08,17.0
02513,GOETEBORG,57.7,12.0,5.0
02636,MALMO/STURUP,55.55,13.37,106.0
03017,KIRKWALL,58.95,-2.9,26.0
03158,CHARTERHALL,55.72,-2.38,112.0
03318,BLACKPOOL,53.77,-3.03,10.0
03520,SHOBDON,52.25,-2.88,99.0
03772,LONDON,51.48,-0.45,24.0
03895,JERSEY-AIRPORT,49.22,-2.2,84.0
06052,THYBORON,56.72,8.22,2.0
06242,VLIELAND,53.25,4.92,11.0
06375,VOLKEL,51.65,5.7,22.0
06490,SPA/LA SAUVENIERE,50.48,5.92,470.0
06620,SCHAFFHAUSEN,47.68,8.62,437.0
06637,MEIRINGEN,46.72,8.17,589.0
06659,PILATUS,46.98,8.25,2106.0
06680,SAENTIS,47.25,9.33,2502.0
06704,BIERE,46.53,6.33,684.0
06735,ADELBODEN,46.5,7.57,1320.0
06771,STABIO,45.83,8.93,353.0
06793,VALBELLA,46.77,9.55,1569.0
07027,CAEN,49.18,-0.45,67.0
07125,DINARD APT,48.58,-2.07,58.0
07197,COLMAR,47.92,7.4,211.0
07299,BASEL-MLH.,47.6,7.52,270.0
07486,GRENOBLE,45.37,5.33,384.0
07622,AUCH,43.68,0.6,121.0
07747,PERPIGNAN,42.73,2.87,43.0
08025,BILBAO,43.3,-2.93,42.0
08175,REUS,41.15,1.17,71.0
08360,ALICANTE,38.28,-0.55,43.0
08495,GIBRALTAR,36.15,-5.35,5.0
08554,FARO,37.02,-7.97,7.0
10028,ST. PETER ORDING,54.33,8.6,5.0
10113,NORDERNEY,53.72,7.15,11.0
10156,LUEBECK,53.82,10.7,14.0
10238,BERGEN-HOHNE,52.82,9.93,70.0
10291,ANGERMUENDE,53.03,14.0,56.0
10359,GARDELEGEN,52.52,11.38,47.0
10418,LUEDENSCHEID,51.25,7.63,387.0
10454,WERNIGERODE,51.85,10.77,234.0
10499,GOERLITZ,51.17,14.95,237.0
10544,WASSERKUPPE,50.5,9.93,921.0
10579,MARIENBERG,50.65,13.15,639.0
10646,NEUHUETTEN/SPESSART,50.02,9.42,340.0
10724,WEINBIET,49.38,8.12,553.0
10765,ROTH,49.22,11.1,388.0
10827,MESSSTETTEN,48.18,9.0,920.0
10875,MUEHLDORF,48.28,12.5,406.0
11008,ROHRBACH,48.57,14.0,602.0
11040,WIEN/UNTERLAA,48.13,16.42,201.0
11112,LANDECK,47.15,10.57,785.0
11155,FEUERKOGEL,47.82,13.72,1618.0
11221,KOEFLACH,47.07,15.08,463.0
11308,WARTH,47.25,10.18,1475.0
11423,PRIMDA,49.67,12.68,743.0
11624,CASLAV,49.93,15.38,242.0
11774,HOLESOV,49.32,17.57,224.0
11927,LUCENEC,48.33,19.73,214.0
12185,KETRZYN,54.07,21.37,107.0
12310,SLUBICE,52.35,14.58,21.0
12465,LODZ,51.73,19.4,187.0
12570,KIELCE,50.82,20.7,260.0
12830,VESZPREM,47.07,17.83,280.0
13168,NOVI SAD,45.33,19.85,86.0
13462,PODGORICA/GOLUBOBCI,42.37,19.25,33.0
14330,GOSPIC,44.55,15.37,564.0
14557,TUZLA,44.55,18.7,305.0
15235,FAGARAS,45.85,24.98,428.0
16020,BOZEN,46.47,11.33,241.0
16084,PIACENZA,44.92,9.73,134.0
16219,MONTE TERMINILLO,42.47,12.98,1874.0
16325,MARINA DI GINOSA,40.42,16.88,1.0
16597,MALTA,35.85,14.48,91.0
16682,ANDRAVIDA,37.92,21.28,10.0
16746,SOUDA/AIRPORT,35.48,24.12,146.0
17056,TEKIRDAG,40.98,27.55,3.0
17260,GAZIANTEP,37.08,37.37,705.0
26509,KLAIPEDA,55.7,21.15,10.0
33041,GOMEL,52.4,30.95,125.0
40180,TEL AVIV,32.0,34.9,40.0
60141,FES-SAIS,33.93,-4.98,579.0
60535,DJELFA,34.33,3.38,1180.0
60760,TOZEUR,33.92,8.1,87.0
A216,STRUCKLAHNUNGSHOERN,54.5,8.82,7.0
A653,PADENSTEDT (PONY-PAR,54.02,9.93,17.0
B258,TRIBSEES,54.08,12.78,7.0
B556,TETEROW,53.77,12.57,38.0
B926,MALK GOEHREN,53.22,11.37,31.0
E091,DROCHTERSEN,53.72,9.38,1.0
E235,BRAKE,53.35,8.5,1.0
E426,GROSSENKNETEN-AHL.,52.92,8.22,42.0
E601,RINGE-GROSSRINGE,52.6,6.9,13.0
E727,ROTHENFELDE, BAD,52.1,8.18,95.0
E799,CREMLINGEN-DESTEDT,52.23,10.72,160.0
E944,HERZBERG,51.63,10.37,238.0
F172,MITTENWALDE/UCKERMAR,53.18,13.65,72.0
F419,WUSTERWITZ,52.37,12.38,36.0
F660,MUENCHEHOFE,52.15,13.83,44.0
G005,BERLIN-MARZAHN,52.53,13.57,60.0
H174,BIELEFELD-DEPPENDORF,52.07,8.47,105.0
H361,BECKUM-UNTERBERG,51.72,8.05,120.0
H477,WUENNENBERG-EILERN,51.53,8.78,312.0
H591,BRILON-THÜLEN,51.42,8.65,457.0
H718,JUELICH (KLAERANLAGE,50.93,6.33,76.0
H889,BURBACH-WUERGENDORF,50.77,8.13,413.0
K017,HILGENROTH,50.73,7.65,295.0
K212,ROTH BEI PRUEM,50.3,6.38,593.0
K317,WEISSENSEIFEN,50.15,6.55,530.0
K431,MEISBURG,50.1,6.67,523.0
K550,ENTENPFUHL,49.9,7.58,610.0
K701,KIRF-BEUREN,49.57,6.45,325.0
K881,BAD DUERKHEIM,49.47,8.18,107.0
L113,KORBACH-RHENA,51.28,8.78,458.0
L286,SONTRA,51.05,9.92,365.0
L464,ALSFELD-EIFA,50.73,9.33,300.0
L631,MUENZENBERG-GAMBACH,50.45,8.73,155.0
L781,SODEN,BAD-SALMUENSTE,50.27,9.37,145.0
L926,LAUTERTAL/ODENWALD-R,49.72,8.68,208.0
M301,SUEDEICHSFELD-WENDEH,51.17,10.25,290.0
M557,BUCHA,50.87,11.5,310.0
M805,BIRX,50.53,10.05,745.0
N135,WINTERFELD-SALLENTHI,52.77,11.25,35.0
N426,WEISSENFELS-WENGELSD,51.27,12.05,92.0
N601,SCHIERKE,51.77,10.65,609.0
N977,ZEITZ,51.07,12.13,170.0
O322,GRIMMA-KLEINBOTHEN,51.18,12.77,134.0
O580,DUERRHENNERSDORF,51.07,14.62,332.0
O877,STUETZENGRUEN-HUNDSH,50.55,12.57,604.0
P032,AUBSTADT,50.33,10.45,304.0
P073,STEBEN, BAD,50.37,11.62,608.0
P122,HAMMELBURG,50.12,9.92,220.0
P173,PRESSECK,50.23,11.55,640.0
P222,ALTERTHEIM-OBERALTER,49.73,9.77,300.0
P266,LAUF/PEGNITZ (KLAERA,49.5,11.27,310.0
P306,COLMBERG-BINZWANGEN,49.38,10.37,434.0
P348,NEUMARKT/OBERPFALZ,49.28,11.45,420.0
P376,NEUNBURG VORM WALD-E,49.37,12.45,420.0
P422,ROTHSEE BEI ALLERSBE,49.22,11.18,376.0
P467,WIESENFELDEN-UTZENZE,49.03,12.55,680.0
P532,KOESCHING,48.83,11.48,416.0
P576,MOOS,KR. DEGGENDORF-,48.78,12.97,320.0
P626,DASING (KLAERANLAGE),48.38,11.07,460.0
P663,MAMMING-SCHNEIDERBER,48.62,12.62,447.0
P688,ROTTHALMUENSTER (LAN,48.37,13.18,387.0
P765,ISEN-WESTACH,48.2,12.03,550.0
P811,OBERSTAUFEN-THALKIRC,47.57,10.08,748.0
P856,HOLZKIRCHEN,47.88,11.7,685.0
P894,WAGING AM SEE-SCHNOE,47.97,12.77,470.0
P927,HINDELANG-UNTERJOCH,47.57,10.43,1015.0
P949,MITTENWALD/OBB.,47.43,11.27,923.0
P973,TEISENDORF-NEUKIRCHE,47.82,12.77,780.0
P991,PIDING,47.77,12.92,458.0
Q060,STOCKACH,47.87,9.02,532.0
Q221,EPPINGEN-ELSENZ,49.17,8.85,220.0
Q340,VAIHINGEN/ ENZ,48.92,8.95,200.0
Q411,BADEN-BADEN-GEROLDSA,48.73,8.25,240.0
Q522,BAIERSBRONN-MITTELTA,48.52,8.32,596.0
Q651,HECHINGEN,48.38,8.98,522.0
Q716,SIMONSWALD-OBERSIMON,48.08,8.08,419.0
Q788,SIGMARINGEN-LAIZ,48.07,9.18,580.0
Q887,MUELLHEIM,47.82,7.63,273.0
Q951,SIPPLINGEN (SWN),47.82,9.1,705.0
Z909,SCHWARZENBERG,47.43,10.42,1355.0
Z932,SPITZINGSEE,47.67,11.88,1100.0
03930,LIVERPOOL,53.33,-2.87,26.0
10747,KAISERSBACH-CRONHUET,48.92,9.68,489.0
16090,VERONA,45.38,10.87,67.0
26544,DAUGAVPILS,55.87,26.62,134.0
26961,BOBRUISK,53.22,29.13,135.0
33325,ZHYTOMYR,50.28,28.67,136.0
33761,LYUBASHEVKA,47.85,30.27,139.0
03716,ST. ATHAN /WALES,51.4,-3.43,50.0
01347,SOGNDAL,61.15,7.13,497.0
02435,BORLANGE,60.43,15.5,145.0
02651,KRISTIANSTAD,55.92,14.08,23.0
03135,PRESTWICK,55.5,-4.6,20.0
03492,NORWICH-W.C.,52.63,1.3,14.0
03865,SOUTHAMPTON,50.9,-1.4,9.0
06062,SKIVE,56.55,9.17,23.0
06775,LUGANO,46.0,8.9,279.0
08227,MADRID,40.48,-3.45,607.0
10063,PUTTGARDEN,54.5,11.22,1.0
10272,WITTSTOCK,53.18,12.52,72.0
10382,BERLIN-TEGEL,52.57,13.32,37.0
10466,HALLE,51.52,11.95,96.0
10535,WAHLEN,50.82,9.13,349.0
10684,HOF/FLUGHAFEN,50.28,11.85,585.0
10947,MEMMINGEN,47.98,10.23,634.0
11172,MARIAZELL,47.77,15.32,875.0
12336,POWIDZ,52.37,17.85,113.0
14551,DOBOJ,44.73,18.1,146.0
16130,PARMA,44.82,10.28,50.0
16538,FONNI,40.12,9.25,1022.0
26215,ARENSBURG,58.22,22.52,3.0
33934,DZHANKOI,45.72,34.38,13.0
40184,JERUSALEM,31.78,35.22,757.0
40288,AL AZRAQ,31.83,36.82,527.0
60765,GABES,33.88,10.1,4.0
F9503,GUNDELFINGEN UMSPWK.,48.52,10.38,436.0
F9515,GRONAU WEST,51.32,7.28,36.0
F9527,WALBERBERG WEST,50.85,6.88,116.0
K1060,AURICH,53.45,7.47,4.0
K1445,HEIDE/HOLSTEIN,54.22,9.1,12.0
K1584,AROLSEN,51.38,9.05,220.0
K2259,MAYEN,50.33,7.23,230.0
K2561,FRANKFURT/PALMENGAR.,50.13,8.65,107.0
K2649,KOENIGSTEIN/TS.,50.18,8.48,388.0
K2718,KIRCHHEIM/TECK,48.67,9.42,289.0
K2761,BONNDORF,47.82,8.35,876.0
K2890,RASTATT,48.87,8.18,116.0
K3406,BAD FRANKENHAUSEN/KY,51.35,11.1,130.0
K4036,KRONACH,50.23,11.33,305.0
K4102,HEIDENHEIM,48.67,10.13,500.0
K4179,KREUTH,47.65,11.75,793.0
K4501,MALLERSDORF/NDB.,48.78,12.25,410.0
N0101,BALDERSCHWANG,47.47,10.1,1050.0
N0197,GOTTMADINGEN,47.73,8.78,430.0
N0311,GUTACH/BR.,48.12,8.02,302.0
N0474,WERTINGEN,48.57,10.68,430.0
N0674,ABENSBERG-SANDHARL.,48.83,11.82,380.0
N0778,NEUSTADT/DONAU,48.87,11.77,360.0
N1107,NEUFFEN,48.55,9.4,480.0
N1265,HOHENFELS,49.2,11.85,423.0
N1429,NEUKIRCHEN-SEIGHS.,50.92,9.35,380.0
N2028,FRIEDEBURG-HORSTEN,53.45,7.93,3.0
N2173,PASEWALK,53.5,14.0,10.0
N2254,RUESSELSHEIM,49.98,8.45,87.0
N2395,WOLGAST,54.05,13.78,8.0
N2603,BODENKIRCHEN-AICH,48.43,12.4,464.0
N3002,MUENCHBERG,50.2,11.8,545.0
N3114,COESFELD,51.95,7.18,84.0
N3334,GRAEFENBERG,49.65,11.25,477.0
N3729,BISCHOFSHEIM/RHOEN,50.4,10.0,465.0
N4116,HANAU,50.1,8.95,102.0
N4359,LEHRTE,52.38,9.98,60.0
N4655,BAD GANDERSHEIM,51.87,10.03,154.0
N5250,RUDOLSTADT,50.73,11.37,193.0
N5791,SANGERHAUSEN,51.48,11.32,185.0
N6241,MENGERSKIRCHEN,50.57,8.15,412.0
N7012,BAD OLDESLOE,53.82,10.4,15.0
N7314,WEISSWASSER,51.5,14.62,155.0
N7651,ORANIENBURG,52.75,13.2,35.0
N8204,BRUEHL,50.83,6.92,61.0
N8403,BAD MUENSTEREIFEL,50.55,6.77,320.0
N8625,STADERSAND,53.63,9.53,5.0
N8829,LUEDENSCHEID,51.22,7.63,444.0
N9154,SUHL,50.62,10.67,505.0
N9530,HALTERN,51.73,7.2,40.0
P0004,AACHEN-RICHTERICH,50.82,6.05,240.0
P0016,GR.FELDBG./TS.,50.23,8.47,880.0
P0028,HOECHSTADT,49.68,10.83,272.0
P0040,POTSDAM-ZENTRUM/LUB,52.4,13.07,31.0
P0064,PLOECKENSTEIN,48.78,13.87,1378.0
P0076,BRIXEN,46.72,11.67,600.0
P0088,ANNOT,43.97,6.7,600.0
P0101,OF-POST D1,49.2,8.4,259.0
P0113,OF-POST H4,50.95,9.75,351.0
P0126,LINDEWITT,54.72,9.15,20.0
P0138,HOHEGING, NT,52.9,8.12,15.0
P0150,ST.PETER-ORDING,54.32,8.68,2.0
P0163,BELLAGIO,45.98,9.27,200.0
P0176,BUERSTADT,49.63,8.45,90.0
P0188,PUDERBACH,50.58,7.55,203.0
P0200,LABOE,54.4,10.25,34.0
P0212,KIRCHHERTEN,51.0,6.47,88.0
P0224,BAESWEILER,50.9,6.18,110.0
P0239,MARBELLA,36.52,-4.88,30.0
P0251,LENNINGEN,48.57,9.5,360.0
P0263,PFAFFENHOFEN,48.3,11.3,428.0
P0278,NEUNKIRCHEN/SAARLAND,49.2,7.1,224.0
P0291,DOEBELN,51.07,13.07,210.0
P0305,SONNENBERG,47.88,16.48,484.0
P0330,HORN,51.88,8.95,210.0
P0346,GETTORF,54.42,9.98,10.0
P0358,ABLASS,51.22,12.95,150.0
P0370,ISOLA 2000,44.13,7.2,2000.0
P0383,SCHNALSTAL,46.73,10.9,2000.0
P0395,WOLFSBERG,46.78,14.98,463.0
P0423,SPAIN_NEW_02,43.25,-4.58,758.0
P0435,GRUEPPENBUEHREN,53.07,8.55,33.0
P0449,AMPUGNANO,43.25,11.25,194.0
P0461,BORAS,57.5,13.6,219.0
P0473,AESNEN,56.6,14.8,160.0
P0497,MELCHSEE-FRUTT,46.77,8.27,1920.0
P0509,SASSENBERG,51.98,8.05,60.0
P0521,LOVIISA,60.45,26.22,1.0
P0533,GUNDREMMINGEN,48.52,10.4,433.0
P0545,ASTI,44.9,8.22,122.0
P0557,LINARES,38.08,-3.63,411.0
P0602,GLADBECK,51.58,6.97,64.0
P0627,BEVERGERN,52.27,7.6,45.0
P0639,TWIST,52.63,7.12,20.0
W3609,CABO S.VICENTE,36.48,-9.0,0.0
W4505,NDL.GIJON,44.6,-5.13,0.0
W5011,FASTNET,50.45,-10.55,0.0
W5602,FORTH,56.48,-1.52,0.0
E3231,PORT-SAID,32.03,31.22,0.0
E3534,CRUSADE-N,35.28,34.47,0.0
E3712,PANTELLERIA,37.0,12.0,0.0
E3826,SAMOSSEE,37.9,26.2,0.0
E4023,AEGAEIS-NW.,39.75,23.0,0.0
E4218,ADRIA-SUED,41.97,17.77,0.0
E4435,SCHW.MEER6,43.85,35.25,0.0
E5305,IJSSELMEER,52.7,5.4,0.0
E5409,ELBEMUENDUNG,54.0,8.1,0.0
E5511,BELTE/SUND,55.5,10.73,0.0
E5616,KALMAR-SUND-S,56.2,16.2,0.0
E5820,ZENTR.OSTS.,57.97,20.18,0.0
E6026,FINN.MEERB.,60.0,26.0,0.0
A512,HEIDE,54.17,9.07,9.0
E726,NEMDEN,52.22,8.2,130.0
F618,FLAEMING,52.03,12.6,110.0
G214,KOESLAU,50.07,10.67,400.0
G237,SCHWARZENAU,49.8,10.22,200.0
G258,EDELSFELD,49.58,11.7,528.0
G280,SOMMERTSHOF,49.27,11.67,549.0
G307,KALTENBERG,48.85,12.05,420.0
G331,EDELSHAUSEN,48.6,11.28,400.0
G354,ROTTHALMUENSTER,48.37,13.2,360.0
G376,BERGHAM,48.08,12.25,487.0
G406,DOBITSCHEN,50.93,12.32,248.0
G421,OBERWEISSBACH,50.58,11.13,682.0
G482,TOITZ,53.97,12.98,7.0
H401,GELDERN-WALBECK,51.5,6.23,40.0
H746,MOITZFELD,50.97,7.18,133.0
J736,BALTERSWEILER,49.48,7.17,289.0
K250,MAYEN,50.32,7.23,275.0
K471,SIMMERN-WAHLBACH,50.0,7.6,445.0
K597,NIERSTEIN,49.87,8.33,169.0
K695,EICH,49.75,8.38,89.0
K892,SCHIFFERSTADT,49.42,8.35,102.0
L314,ANGELBURG-FRECHENHAU,50.82,8.43,435.0
L641,ECHZELL SCHWALHEIM,50.4,8.9,130.0
L912,ALLMENDFELD,49.77,8.52,90.0
N013,ROSSLA,51.5,11.33,100.0
O252,SCHOENBORN,51.32,13.72,174.0
P159,HIRSCHAID,49.82,11.02,268.0
P452,TB EICHELBERG,49.2,12.12,415.0
P805,ALLGAEUER TOR,47.87,10.28,720.0
Q247,BESIGHEIM,48.98,9.18,300.0
X001,SWIS-PUNKT,51.17,9.5,160.0
X013,ELBEN,50.75,7.83,500.0
X025,SWIS-PUNKT,50.25,11.67,700.0
X037,SWIS-PUNKT,51.83,10.67,700.0
X050,SWIS-PUNKT,53.83,13.5,50.0
X088,SWIS-PUNKT,51.67,10.5,700.0
X102,SWIS-PUNKT,49.5,11.08,320.0
X115,SWIS-PUNKT,51.75,9.57,500.0
X127,SWIS-PUNKT,47.67,9.52,449.0
X139,SWIS-PUNKT,49.47,8.52,103.0
X151,SWIS-PUNKT,49.22,7.4,377.0
X211,SWIS-PUNKT,47.65,11.47,1100.0
X223,SWIS-PUNKT,48.57,12.72,500.0
X235,SWIS-PUNKT,49.25,10.88,500.0
X247,SWIS-PUNKT,49.6,10.3,500.0
X259,SWIS-PUNKT,50.52,10.08,700.0
X271,SWIS-PUNKT,48.8,8.47,500.0
X283,SWIS-PUNKT,47.62,7.83,500.0
X295,SWIS-PUNKT,49.55,7.53,500.0
X307,SWIS-PUNKT,50.58,6.48,500.0
X319,SWIS-PUNKT,50.38,8.53,500.0
X331,SWIS-PUNKT,51.95,9.12,300.0
X344,SWIS-PUNKT,51.28,8.67,700.0
X356,SWIS-PUNKT,51.58,9.25,300.0
X368,SWIS-PUNKT,51.78,10.55,900.0
X380,SWIS-PUNKT,51.68,10.7,500.0
X396,SWIS-PUNKT,50.27,10.77,300.0
X408,SWIS-PUNKT,49.88,12.03,900.0
X420,SWIS-PUNKT,48.67,13.52,500.0
X433,SWIS-PUNKT,50.75,13.65,700.0
X445,SWIS-PUNKT,50.73,11.17,500.0
X457,SWIS-PUNKT,51.62,12.37,100.0
X469,SWIS-PUNKT,51.97,13.42,100.0
X481,BOHLENDORF,54.6,13.28,7.0
Z923,LINDERSPITZE-RINNE,47.43,11.3,2300.0
F9706,FARNBOROUGH,51.28,-0.78,73.0
F9731,ISTANBUL AIRPORT,41.27,28.75,99.0
01481,MELSOM,59.23,10.35,26.0
02520,SATENAS,58.43,12.72,54.0
02664,RONNEBY,56.27,15.28,58.0
03026,STORNOWAY,58.22,-6.32,9.0
03162,ESKDALEMUIR,55.32,-3.2,242.0
03321,HAWARDEN,53.17,-2.98,10.0
03560,BEDFORD,52.22,-0.48,85.0
03781,KENLEY,51.3,-0.08,170.0
03917,BELFAST,54.65,-6.22,81.0
06060,KARUP,56.3,9.12,52.0
06260,DE BILT,52.1,5.18,2.0
06380,MAASTRICHT,50.92,5.78,114.0
06496,ELSENBORN,50.47,6.18,564.0
06621,GUETTINGEN,47.6,9.28,440.0
06638,LANGNAU I.E.,46.93,7.82,745.0
06660,ZUERICH (TOWN/VILLE),47.38,8.57,556.0
06681,ST.GALLEN,47.43,9.4,779.0
06705,CHANGINS,46.4,6.23,430.0
06744,GRIMSEL-HOSPIZ,46.57,8.33,1980.0
06778,BUFFALORA,46.65,10.27,1968.0
06794,ROBBIA,46.35,10.07,1078.0
07028,LA HEVE,49.52,0.07,100.0
07130,RENNES,48.07,-1.73,37.0
07200,PENMARCH,47.8,-4.37,6.0
07306,LA ROCHE-SUR-YON,46.7,-1.38,90.0
07491,CHAMBERY - AIX,45.65,5.88,235.0
07630,TOULOUSE,43.63,1.37,152.0
07754,CALVI,42.53,8.8,46.0
08027,SAN SEBASTIAN/IGUEL.,43.3,-2.05,258.0
08181,BARCELONA,41.28,2.07,4.0
08373,IBIZA,38.87,1.38,17.0
08562,BEJA,38.02,-7.87,246.0
10033,FLENSBURG,54.83,9.5,27.0
10126,WITTMUNDHAVEN,53.55,7.67,8.0
10161,BOLTENHAGEN,54.0,11.18,15.0
10246,FASSBERG,52.92,10.18,75.0
10309,AHAUS,52.08,6.93,46.0
10361,MAGDEBURG,52.12,11.58,79.0
10424,WERL,51.58,7.88,85.0
10458,HARZGERODE,51.65,11.13,404.0
10500,GEILENKIRCHEN,50.97,6.05,90.0
10548,MEININGEN,50.57,10.38,450.0
10582,ZINNWALD-G.,50.73,13.75,877.0
10648,MICHELSTADT-V.,49.72,9.1,453.0
10729,MANNHEIM,49.52,8.55,96.0
10771,KUEMMERSBRUCK,49.43,11.9,419.0
10836,STOETTEN,48.67,9.87,734.0
10895,FUERSTENZELL,48.55,13.35,476.0
11010,LINZ FL.,48.23,14.18,298.0
11053,RIED IM INNKREIS,48.22,13.48,431.0
11120,INNSBRUCK FL.,47.27,11.35,581.0
11157,AIGEN/ENNS,47.53,14.13,638.0
11231,KLAGENFURT FL.,46.65,14.33,448.0
11310,ISCHGL,46.98,10.32,2327.0
11438,TUSIMICE,50.38,13.33,322.0
11628,KRAMOLIN-KOSETICE,49.58,15.08,534.0
11782,OSTRAVA/MOSNOV,49.68,18.12,257.0
11933,STREBSKE PLESO,49.12,20.08,1354.0
12195,SUWALKI,54.13,22.95,184.0
12330,POSEN,52.42,16.83,86.0
12469,SULEJOW,51.35,19.87,188.0
12580,RZESZOW-JASIONKA,50.1,22.05,200.0
12843,BUDAPEST/LORINC,47.43,19.18,138.0
13262,LOZNICA,44.55,19.23,121.0
13489,VRANJE,42.55,21.92,433.0
14431,ZADAR,44.1,15.35,82.0
14640,LIVNO,43.83,17.02,724.0
15247,TIMISOARA,45.77,21.25,86.0
16021,PASSO ROLLE,46.3,11.78,2004.0
16088,BRESCIA/GHEDI,45.42,10.28,102.0
16230,PESCARA,42.43,14.2,10.0
16362,LAMEZIA TERME,38.9,16.25,15.0
16606,SERRAI,41.07,23.57,33.0
16684,SKYROS,38.97,24.48,27.0
16749,RHODOS,36.4,28.08,4.0
17060,ISTANBUL,40.97,28.82,48.0
26524,SIAULIAI,55.93,23.32,106.0
33261,KONOTOP,51.23,33.2,144.0
40199,EILAT,29.55,34.95,12.0
60150,MEKNES,33.88,-5.53,576.0
60566,GHARDAIA,32.4,3.8,468.0
60769,DJERBA,33.58,10.78,6.0
A226,HATTSTEDT,54.53,9.03,5.0
A699,TRAVEMUENDE,53.97,10.88,2.0
B308,KIRCHDORF/POEL,54.0,11.43,12.0
B587,RATHEBUR,53.73,13.78,10.0
B951,KRUEMMEL,53.27,12.72,64.0
E095,RUTHENSTROM,53.72,9.42,7.0
E246,SCHWANEWEDE-NEUENKIR,53.22,8.52,1.0
E438,BASSUM,52.87,8.7,40.0
E626,ALFHAUSEN,52.48,7.92,65.0
E732,HAMELN,52.08,9.38,68.0
E805,OTTENSTEIN,51.95,9.4,295.0
E950,HERZBERG-LONAU,51.68,10.37,340.0
F178,NEURUPPIN-GUEHLEN GL,53.05,12.77,89.0
F431,BERGE,52.62,12.78,40.0
F681,NEU MADLITZ,52.37,14.25,46.0
G006,BERLIN-KANISWALL,52.4,13.73,33.0
H203,KLEVE,51.77,6.1,46.0
H372,DELBRUECK,51.78,8.57,88.0
H492,BORGENTREICH,51.57,9.23,206.0
H606,HEINSBERG-SCHLEIDEN,51.03,6.1,57.0
H721,BEDBURG-WEILER HOHEN,51.02,6.52,101.0
H908,MONSCHAU-KALTERHERBE,50.52,6.22,535.0
K026,WALLMENROTH,50.78,7.83,172.0
K219,LISSENDORF,50.32,6.62,407.0
K318,DENSBORN,50.13,6.6,308.0
K440,MANDERSCHEID,50.1,6.8,413.0
K557,SEESBACH, KR. BAD KR,49.85,7.53,394.0
K711,OBERZERF,49.58,6.68,370.0
K918,ZWEIBRUECKEN (KLAERA,49.25,7.33,225.0
L121,TWISTETAL-MUEHLHAUS.,51.33,8.92,295.0
L291,ESCHWEGE,51.18,10.07,170.0
L483,HAUNETAL-WEHRDA,50.73,9.67,257.0
L635,BAD NAUHEIM,50.37,8.77,142.0
L803,RUEDESHEIM-PRESBERG,50.05,7.88,403.0
L930,REINHEIM,49.82,8.82,165.0
M348,DACHWIG,51.07,10.87,173.0
M565,BOBECK,50.9,11.8,344.0
M833,FRAUENWALD,50.58,10.87,768.0
N158,BALLERSTEDT,52.73,11.72,35.0
N435,BOTTMERSDORF-KLEIN G,52.02,11.42,83.0
N620,QUEDLINBURG,51.8,11.13,142.0
O025,BAD MUSKAU,51.57,14.7,125.0
O348,GARSEBACH BEI MEISSE,51.13,13.43,157.0
O598,BERTSDORF-HOERNITZ,50.9,14.75,270.0
O882,TANNENBERG,50.62,12.93,532.0
P033,BAD KOENIGSHOFEN,50.28,10.45,288.0
P079,LUDWIGSCHORGAST,50.12,11.57,336.0
P125,ARNSTEIN-MUEDESHEIM,49.97,9.92,220.0
P175,HEINERSREUTH-VOLLHOF,49.97,11.52,350.0
P228,BUETTHARD,49.62,9.88,263.0
P270,PLECH,49.65,11.47,443.0
P308,NEUBURG/KAMMEL-LANGE,48.32,10.38,495.0
P352,EDELSFELD,49.58,11.7,535.0
P379,RODING-NEUBAEU,49.23,12.42,388.0
P425,THALMAESSING,49.08,11.22,417.0
P468,AHOLFING,48.93,12.47,330.0
P535,INGOLSTADT (FLUSSMEI,48.77,11.45,360.0
P581,KIRCHBERG/NIEDERBAYE,48.9,13.13,683.0
P627,SCHROBENHAUSEN,48.55,11.28,409.0
P664,MARKLKOFEN (BETRIEBS,48.57,12.57,400.0
P689,POCKING,48.4,13.32,323.0
P768,EBERSBERG-HALBING,48.1,11.98,592.0
P817,KAUFBEUREN,47.87,10.6,716.0
P860,DEISENHOFEN, KREIS M,48.03,11.58,585.0
P903,LINDAU (SWN),47.53,9.68,397.0
P929,SCHWANGAU-HORN (LFW),47.58,10.72,796.0
P950,KRUEN,47.5,11.28,873.0
P974,ASCHAU-STEIN,47.73,12.3,680.0
P994,MARKTSCHELLENBERG,47.7,13.03,501.0
Q061,NOTZINGEN,48.67,9.47,325.0
Q222,KOENIGSBACH-STEIN, E,48.97,8.58,160.0
Q341,SACHSENHEIM,48.95,9.07,250.0
Q412,IHRINGEN,48.03,7.63,193.0
Q529,RIPPOLDSAU, BAD,48.42,8.33,493.0
Q655,BURLADINGEN-HAUSEN,48.3,9.07,682.0
